id,review_text,label
126,Children LOVE these bands and have made a lot of really cool different bracelet patterns using them. the tye dye bands make each creation unique because they are not a uniform color.,Positive
127,"The color of the bag is absolutely amazing! The inside of the bag(lining) had a very strange smell, it was almost fishy. I was very disappointed and was ready to send it back. I turned the bag inside out for a night and the smell has disappeared.",Neutral
128,"I am a middle aged woman, I've tried multiple types of weight loss with no success at all, and I've tried Yoga, swimming and high intensive training sessions, I pretty much had given up and then I found this amazing diet pill, and I can say that the green coffee bean extract with raspberry ketones honestly cut down all these multiple work outs that cost me so much extra in fees, and now I can proudly say I've dropped 15lb.s",Positive
129,This thing makes veggies into some real cool shapes. We really enjoy it because there are a lot of hard to peel veggies in our fridge and they are a pain. Not with this tool anymore.,Neutral
130,"This cracked really soon. It seems good enough??? Until it cracked, and I didn't have it but for a day or two. Sad huh?",Neutral
131,"Great fit for my keys but there too small. But Im glad I got both of them, it is perfect to fit in the pocket.",Positive
132,"Packaging was adequate. Product installed easily with screws purchased separately, since I have thick drawer fronts. The mounting studs are low on the pull, so if the holes are in the center of the drawer the pull will look high and off-center.",Negative
133,"Hard to write a review on this mouse, since it is so basic. Used on a Windows 7 system, it was as simple as plugging it in, waiting a minute, and using.",Neutral
134,"I am 5&#34;11 and this is way too short.<br /><br />It is good for my kids.<br /><br />The rope is also sometimes stiff and hard to maneuver<br /><br />Overall, more like a toy but not for high quality work out routine everyday",Negative
135,"I bought this for a shower gift, and cannot believe the quality of this product.  The color of the trim and the actual bumper does not match at all.  In addition, the image show raised dot design, and the actual product is flat, I feel cheated.  The zipper bag is broken, I will have to return this since it's not presentable at all as a gift item.",Negative
136,I've been really pleased with this product since purchasing a few weeks ago. I can feel a difference on my skin and it's helped with my acne and blemishes. I also like the pumice stone for my feet.,Positive
137,I can't say how this product it yet as we have not even taken it out of the box yet. However it came extremely quickly and in great condition. Can't wait to use it when our sweet baby girl arrives.,Positive
138,"Why all the bags looking the same??? there are free knight which domain the market, why they keep pooping out same design different brand any where?",Negative
139,"Customers are advised to go with the original resource instead since this is not only a rip-off, it is also quite the opposite of what it is supposed to be doing for readers. Seriously, you will only gain weight and be unhealthy when you go with this.",Neutral
140,This is so cute! I have to buy this since my earphones are always getting tied up. I'm so happy that I have this little purse! Great purchase.,Positive
141,"I'm a 35 years old mom and I've experienced a really bad hair fall. I have tried Rogaine Foam, Nizoral shampoo and S5 cream, these are top products for hair fall and thinning as well as baldness and they're really effective but has some side effects like dandruff and flaking. However, when I tried VITA RESTORE it maxed out these products. My hair thickened and shines. I've also grown hair for about 2 inches in length which is really great. The dandruff that my previous cream causes now disappeared. And my nails look healthier and growing fast... This is truly one of the best remedies I tried. It's cheaper too!",Positive
142,Ordered a 50&#34; belt and was sent a 40&#34;.<br />Wasn't worth it to ship back. Ill use it for a Christmas present.<br />Would not buy again,Neutral
143,"awesome product. I love it its great for my pasta which I love making. we have many family get togethers. and we now have this item to  share. Its not only great for pasta but, I also used for my potato salad and pasta salad. were going to have party at the park this weekend and will be bring to show everyone. its very sturdy and very well made. it also has a great color so I know its mine easy to spot and not lose it.",Positive
144,"It will do the job. I do wish that it looked a little more stylish though, but many of the ones that fit that profiles ended up being useless lumps of plastic or steel.",Neutral
145,"I bought these things after reading allot of good reviews. But sadly these didn't meet up to my expectations. The bass is very lacking and the sound is pretty low quality. I am glad I bought them thought to get a personal experience of them, although they are stylish and fold nice that's pretty much all there is good to say about these. So I returned them before the return policy ran out, and moved to another Brand. After trying a few models Skull candy makes, I decided they were not for me.",Neutral
146,"I will write a short, shorter novel too it is called, &#34;Review&#34; subtitle &#34;Analysis of a Printed Book&#34; it is dark to see my name on a critique it never ends well my name is Forever Days ratings and solitary gold star.  Dad messes up again and again and again over and over in every second novel printed or what I call - The Age of Dead Imagination and the authors who embrace this repetitively maddening genre.  I never, in my very many one-star, revolutionary reviews conferred on an author a compliment because I am beholding to the great intricacies of the high above expanse the title is impossibly beautiful and one must read it in slow motion to absorb its weight that done, I'm so fast-forward out.  Christopher Roberts",Neutral
147,"The spacebar is poorly designed and hard to depress.  Also, went through 3 of these within about a month, not sure what it is but the quality on these just isn't any good.",Neutral
148,"Functions well so far, but its appearance does not seem to quite fit my home decor. Needs a better design.",Neutral
149,"The lamp is as described/shown, but assembly is ridiculous - you have to put together the glass strains (not just attach them to base!). The metal rings connecting the pieces are very soft, so the entire end product is not very sturdy.",Negative
150,"I purchased Herbalife a few months ago at my local health retailer and had high hopes for this with the numerous good reviews I read. Although, after using it for 6 weeks fairly regularly, I was very disappointed.<br /><br />Normally people keep eating unhealthy or don't stay active during the use of these kinds of products, but I didn't do that at all. I honestly didn't lose more than 2 pounds at any time during the use of this product. It was hard to comprehend that even after that much regular use, I wasn't losing weight.<br /><br />After realizing this, I decided to try something new. After consulting with friends and family, I went with a product that has been nothing short of AMAZING. I have lost 23 pounds in the last 7 weeks and I have never felt better. This is only the start! I get emotional typing this because I struggled for so long to find something that worked for me.<br /><br />If you want to actually lose weight, take a look at this item here on Amazon and give it a chance ---------&#62; http://amzn.to/1jSaoQQ<br /><br />Even if you decide it's not the product for you, I'm at least glad I could share my experience about this product and how it did not work for me. I am walking proof that there is SOMETHING out there that works!",Neutral
151,These are good headphones but you are paying more for the name on the side.  I actually tend to use ear buds more than these.  So quality wise they are good but can find better or same quality for less money.,Positive
152,"Yes, the effect is slow. However, that should prove that It's actually working. This helps to promote the regrowth of hair; new hair follicles don't grow overnight.  I have been unable to grow back my eyebrows after an accident a few years ago. I purchased this balm, and It's like a miracle for me. My eyebrows are finally starting to grow back, evenly and nicely. If you want a fast acting balm that doesn't have the real effect, don't buy this. If you want something that will take some time but bring long term results, this is the best balm on the market.",Neutral
153,I liked her first book: Special Topics in Calamity Physics and became a fan if Pessl right there.<br /><br />This is an addictive novel. Make sure to give yourself a few hours to read it.<br /><br />Great read!,Positive
154,"Metal Rain. Flak riddled wings whirl wild, lethal - hurtling into gravity's domain, bomber mirages, streaming fuel, soaking tree trunks and forest floor. Fires burn death, prepare soil for future live days.  Chris Roberts, God",Neutral
155,"It's so loud - it's in my basement and I can hear it on the 2nd floor! FYI I bought a air conditioner almost two years ago, it didn't last thru the 2nd year. I'm beginning to believe this company sells junk. Staying away from their products from now on.",Neutral
156,"I am a collector of fitness products, there are three exercise cards on the market (Workout Labs, Strength Stack 52 and Fit Deck) and I will post a brief review of all three here. Just a bit about myself, I am 5 foot 10 somewhat athletic and would consider myself a little above average in terms of my fitness level.<br />Fit Deck<br />Fit Deck has been around for a few years now. I would place them second behind Strength Stack 52 in terms of the quality of workout you can get with these. They have a ton of different decks like bodyweight and basketball and even tai chi, to be fair, I only purchased the bodyweight cards though. Like Workout Labs the exercises were still very basic and lacked the neat gaming component that Strength Stack provides. The owner is a former navy seal (from many years ago), which helps the product, but if you look at him, he has very little muscle tone, which gets me a bit weary.<br />About $16/deck, not very happy with these since they lack any benefit for someone of intermediate or advanced fitness level. If you are a beginner and have no knowledge of working out, you can get these cards, but again, no reason to buy them if Strength Stacks are in stock.<br />Strength Stack 52<br />In my opinion the best of the three workout card companies. From the design to the game play, these cards have some really neat features. Every card has a QR code. The code can be scanned with any Smartphone and a video of the exercise on the card will show me how to do the exercise. Each card is numbered and suited and even color coded by body type. The website has some cool games you can play with the cards, but my buddy and I made up a few of our own. The inventor of the cards, Sergeant Volkin is a military fitness expert and you can tell by looking at him.<br />The best feature of these cards is the exercises themselves. Both Fit Deck and Workout Labs have very basic exercises, Strength Stack has exercises that are dynamic and fun, some of which I have neverseen before.<br />About $16/deck, really great deal, these are the cards I still use months after my purchase.<br />Workout Labs<br />This is the worst of the three exercise cards available. The creator of the cards has no muscle tone, no background in fitness or extraordinary fitness level (to my knowledge) , these cards are purely a marketing play as the owner outright claims he is a designer only. The cards are very, very basic, appealing only to beginners. When I got my cards in the mail, I noticed they were of good quality and waterproof in case you drip sweat on them. But, I have yet to sweat using these cards.<br />PLEASE NOTE: The reviews on this product are fake. I have clicked on almost all of the 5 star reviews and everyone one of them have only reviewed this product. You can even tell they are fake by the way they are written, a bit too perfect. That got me wary of purchasing the cards in the first place, but I still did.<br />The cards are divided into a male and female deck, which is  odd since fitness is unisex. There was nothing to do when I got the cards besides flip a card and look at the illustrations. Given the fact that they were $25 for a single deck of cards, I was hoping for much, much more as there are only 40 basic exercises in the deck. All in all, very disappointed with these.<br /><br />I hope this review helped, I was not paid in any way to review any of these companies.",Neutral
157,"They are a little light in weight, so they spin a bit. The flowers look realistic. My neighbors likes it, they are worth the price.",Positive
158,"The fit is really nice, the material is great, and the price is good. I was skeptical buying a coat like this online, but I was not disappointed. I had been unable to find a full length ladies coat in this area of the country. When I saw this one I thought I'd give it a try. I'm glad I did.",Neutral
159,My sister bought this for all of use to share and it's pretty handy. Now my brother won't have an excuse to drink my juice since he can't pretend to not know that it's mine.,Neutral
160,"I do a lot of running, and have recently began having some minor joint discomfort in my left knee and hip as a result of training for a marathon. After speaking with my Dr about the pain, he said that I should look at Glucosamine supplements to see if they could help. So over the past few months I have tried a few other products I found in GNC like Instaflex, and GNC's own Triflex and while I noticed a slight difference with each of them I just continued looking to find something that would help noticeably alleviate the pain. I hate taking aspirin and ibuprofen as they both have a tendency to upset my stomach, and like the fact that it is more natural. My running partner recommended this to me, and what I noticed was that it really helped with the pain. I wouldn't say that the relief came immediately, but over about a week I noticed that the pain in my joints was much less, and my joints began to have just a more &#34;smooth&#34; feeling while running. I don't know how else to describe it, but I just don't get that rough feeling I would usually get after a week of running. It is a bit more expensive than I would like which is why I only gave it 4 stars, but I have to admit it has really helped me out.",Positive
161,"This is the first piece of furniture I've purchased from them that was a hassle to put together. Over half of the holes did NOT line up, so I was drilling new holes.....",Neutral
162,I got my first phone case and I can say it is good. The simplicity of the design was good. I can sure my phone is safe. Thanks,Neutral
163,"I have been taking honey from when i was a child and always love them till now,I ordered YS organic bee honey which i use every morning.so sweet!",Positive
164,"i love making nail art I even have various tools but i did try this and it was great, but the thing i like with products like this is that i don't only use these to design my nails, i do also use item this to design my daughters scrap book.<br /><br />it just woks great in nails and i works great in making art",Positive
165,"Although it was not as I had thought, I did read the description again, to find it was as advertised - an alternative. Good quality for the price . It's not as fluffy as it looks. I thought it would be very fluffy and soft but I was little disappointed when I received it. But, it is okay for its price.",Neutral
166,"I love the vibrant color of this bag! The size is as expected ! I'm a fan of adidas products, so this one made may travel so unforgettable! I can put my things in an orderly way because of this really nice bag organizer.",Positive
167,"I got these to give a new headset a try but I wish I wouldn't have... Within the first week one of the speakers died and the overall sound quality itself was not what I was looking for with this price. The look and feel of them is cool but there is definitely work to be done if these are to be sold for $100.<br /><br />After dealing with these I got myself a good headset that I absolutely love. The sound quality is great and I haven't found a single thing to complain about in over two months of use. I can wear them for hours on end with no issue!<br /><br />If you want a great headset, check out this pair here on Amazon -----------&#62; http://amzn.to/1qp9Fhd<br /><br />I hope I could help others out by sharing my experience with these headsets, you won't regret getting the pair I did!",Positive
168,"I got this because it was highly recommended by a friend for my dog who has allergies. It wasnt by any means a miracle pill, but seemed to help her out with inflamation and itching. She started showing signs of inprovement within just over two weeks. could be seasonal, but sure seemed to help!",Neutral
169,"The wandering, wondering Mary...dead friend, she wonders...and wanders...will travel for sex...coupling, sexual intercourse, coitus...next port....lust is stalking the globe...mothers of Europe...lock up your sons...Mary likes to hook up...Henry Miller never had it so good...and when Mary is not on sexual fire...she thinks about her deceased compatriot...that is verbatim the storyline...and this is...The End (of Substance)...feel free to weep.<br /><br />Chris Roberts, God Forever of You",Negative
170,"Not sure if I can feel much from this supplement. I will keep taking it until it's gone, but after that I am going back to XanRx. Its an absolute miracle for those with anxiety and panic attacks. Give it a try:<br /><br />[[ASIN:B00F5JJLOC XanRx - Dietary supplement reduces symptoms of anxiety, stress, depression, and panic attacks. Boost your mood and beat your anxiety with Kava kava, 5-htp, Theanine, Gaba, and more. Money Back Guarantee!]]",Negative
171,I bought this as a gift for my sister in law and she loves it. She does the gel nail polish and loves that she can fit all her fingers in at once. Her old dryer only did one finger at a time. I don't know the long term quality but her initial reaction and her use for a couple of weeks is all positive.,Neutral
172,"Genius exercise band! Remains in place and doesn't become cloudy!<br /><br />Only concerning aspect is the flap that contains the phone, if it is not pressed flat enough sweat may get on the phone.",Neutral
173,"Overall I have more of the following since using the cosaminDS capsules;<br />flexibility<br />desire to be mobile<br />ability to stand for prolonged periods of time<br /><br />All of which are majorly important in maintaining a healthy lifestyle. For a long time I began to let those things slip away because I was constantly in pain and aching. Adding a natural supplement to nurture my problems has been a huge relief.<br /><br />Even more effective than the cosaminDS by itself has been combining it with higher levels of glucosamine, chondroitin, and cissus powder: [[ASIN:B009ZP5ERA Glucosamine Chondroitin MSM Blend w/ White Willow Bark 750 mg (60 Capsules) + FREE Cissus Joint Powder 100 Grams]]. The blend of those supplements has alleviated all my major aches and complaints as well as made me less stiff after sleep or sitting for prolonged periods of time. I can make it up my front steps without growling in pain.",Neutral
174,"I was surprised at how well packaged these tables were. The quality was great for the price; the color was exactly as advertised. They came all put together, they are nice and well worth the money. They are exactly what I wanted.",Positive
175,"The mold is really nice. I tried one of my grandmother recipes and it come out fabulous. I was a bit worried that it would stick, because the recipe doesn't have oil in it, but I have to say that the silicone pan is great and the loaf didn't stick at all. the size is a bit smaller than a normal loaf pan but its so much more stylish.",Neutral
176,"I received this in record time, and it smells great! It isn't overpowering, like some brands, and the oily feeling isn't slippery or greasy--which is the sign of a really good quality essential oil. I like that it comes with a glass dropper that actually goes to the bottom of the bottle. At the moment I type this, it's making my headache go away.",Positive
177,I purchased this product about a month ago and have loved the results. I highly recommend this for anyone interested in suppressing their appetite and losing weight.,Positive
178,Great for a one time use. This is not something that you would use over and over again. However for 5 dollars you can use it once. It is very high quality and you do not have to worry about buying something expensive that you will never use agian.,Positive
179,"Junk! Only people who like it are probably paid for it. We had 2 weeks of complete frustration. It did not go off when it should, and went off when it shouldn't. The funny noises that &#34;rotate&#34; were a nuisance. We gave up and got something for less than half this things price, and that worked well.",Negative
180,"This is Elizabeth's second gluten free book.. The first one emphasizes the general info on gluten free living...this second one has more recipes...anyone looking to improve their gluten free choices, this is a good choice.",Neutral
181,"It is a Multi Function color laser printer, scanner and dual sided printing/scanning. If you do not need this last option there are printers about HALF the size and weight. I'd go for it but my parents sometimes need the dual sided function.<br /><br />Well, it's a good printer for Office use. Do not even think on printing resolution pics on it, it does not output well, specially with other kinds of papers.<br /><br />Be also aware of the &#34;dial&#34; that keeps warning you to change toners when you don't need. Just look on youtube for videos on how to reset the toner counter on the side dial.",Neutral
182,"This is a great jar, it holds up well and it has no leakage at all. However, ensure to tighten the spout if you plan on filling it up all the way to the top. I got the jar to brew kombucha and so far its serving the purpose just fine.",Neutral
183,It absorbs quickly and completely and leaves skin oh so smooooth but the smell of the lotion doesn't suite me.  I would love it if this also came in a variety pack with nice smell. I also ordered the Bay laurel foot and leg lotion and found it to be just as great. I will be ordering more of this as the weather cools.,Positive
184,It is hard to control the phone through the plastic.<br /><br />I have to get it out to access the app then put it back in..the armband itself however is comfortable and the functions are excellent.,Neutral
185,"It has a good quality considering a cheap price, compared with high end goggles and more expensive ones I found it very good in terms of design and features. I recommend this brand to newbies as well as to professionals. It's a great goggles.",Positive
186,"I have been using these for about 2 months and they worked pretty well, but not quite what I was expecting. I definitely saw some improvement though. I switched over to Phytoderm, [[ASIN:B00IT4POOG PhytoDermTM- The Best 100% Pure Skin Restoring Anti-Aging Phytoceramides, 350mg! Clinically Proven! Facelift in a Bottle - As seen on Dr. Oz! Help Your Skin Look Younger And More Vibrant - Sells Out Fast!]] and within a few weeks I started to see what I was expecting from a phytoceramide. I am not sure what the difference is, but its worth the extra couple bucks for the 20-30% improvement. Both good products, but the phytoderm is certainly the better of the two.",Neutral
187,"I was told that fabulous benefits are gained from using Phytoceramides products such as Phytoceramides capsules, Phytoceramides for skin and Phytoceramides supplements. This product has helped me in keeping the skin smooth, getting rid of lines and wrinkles, healing damaged skin and improving the firmness of the skin and elasticity. Itchiness and redness has also been reduced after using this product. However, the results were a bit slower than what I expected.",Neutral
188,The headset has worked great in my household. I have left them on my head and realized they were working clear as a bell downstairs when I retrieved something to drink. What clarity they have! Tune them in and you're all set. I've even laid down with them and they don't turn off like others have. All the controls are on the side of the ear piece and don't get in the way of lying on side. What a great deal!,Positive
189,It wasn't so clear as advertised when I got it and it has gotten worse over time as became brownish color. Scratches everywhere and not pleasant looking after a short time.,Negative
190,We bought this Armoire for our 9 year old granddaughter for her birthday. This is something she should be able to use long into her adulthood. It is very well made and is very roomy. Happy with my purchase since my grand daughter is happy.,Positive
191,"I swear I'm probably hoarding this balm, the perfect brow does such a fantastic job of making my brows look lush and plump. I can see the individual hairs in my brows growing in thicker and stronger than they had been, even in places where I hadn't seen any hairs growing for a long time.",Positive
192,"This thing makes dealing with a pineapple easy. But i suggest you buy the tall pineapples rather than the short fat ones. The unit is not adjustable, so you leave a lot behind when you do a stubby pineapple.",Neutral
193,"These are the lowest calorie bar with the highest fiber and protein ever. Plus they are so good that when Harps stopped caring them they sold out. Very tasty, not too sweet. Great for healthy snacking.",Positive
194,"These were a bit thin for Wisconsin winters. The sheets are very soft though. If used with thick blanket, they will do.",Neutral
195,The one I received was not sharp. Used it on straight hair and it did not cut well. It tugged and pulled at the hair even though the hair was short. I guess I just got a bad one. I sent back.,Neutral
196,"Very nice sheets.Thick and comfortable. I personally hate sheets with synthetics, so these feel good. Only regret is I got burgundy, should have gotten peach.",Positive
197,"Ok, no one tell my son this....but, I actually put this baby food (always use organic!) in his muffins. He hasn't even been able to tell that it's in there!<br />It's easy to mix in the batter and it doesn't change the color.<br />Even if I can't get him to eat things like sweet potatoes...he's getting them anyway! Cleaver mommy...heehee",Positive
198,I was looking for trash bags that I could buy online to help save time (and possibly money) because the kind I normally get is only available in the . For the similar quantity these bags were cheaper and I was able to buy online.,Negative
199,"The reason so many reviewers have been disappointed with this product is not because of the quality.  Any tribulus product that contains 45% Saponins, is simply not going to compare to a tribulus that contains a high concentration of Protodioscin (the main ingredient responsible for the benefits I gets when taking tribulus).  The most potent form of tribulus is extracted at a ratio of 90%, [[ASIN:B007RLZDBQ Tribulus Terrestris 90% Bulk Powder 50 Grams]].  Even than I would still recommend combining it with some longjack or DAA, if increasing testosterone levels is your main motivation for taking it in the first place.",Negative
200,It didn't fit my phone tightly as I hoped which makes me uncomfortable as the sides seem to wiggle with the slide of a finger. There are better options at same price range.,Negative
201,"This is all I needed. I am tired of paying more money for simple products that do nothing special, that is why I bought from Stalion. Simple brand that costs decent and that does everything the product ought to. This battery has a good performance and good price, which makes it a good purchase I guess. I can say I am not regretting this purchase so far.",Neutral
202,Now this is what I am talking about. I am happy and satisfied with this purchased.  I will be buying more of this.,Positive
203,"What do the negative reviewers honestly expect from this product? From the moment I opened it, I knew that it was exactly what I had in mind. The content could be more substantial though. That's my only quip.",Neutral
204,"Exactly what I wanted. It's spacious inside and really don't take up much space on the door, fit neatly in place. Note to the manufacturer, please do a better finishing job at the corners. Made in America should be excellent...I will recommend this product.",Positive
205,"We have the light charged, resting on counter in laundry room, ready for the next power failure. We like the handy feature of the light for certain jobs.",Positive
206,I used this right away. Dark circles run in the family. I think I look better! :) The product makes my eyes soft.,Positive
207,"These chairs are very inexpensive but they look good, they are comfortable. Assembly wasn't too awful. For the price, i'd say these were a good deal..",Positive
208,"After using lipogaine minox for a few months decided to give the shampoo a shot. Absolutely hate IT! MADE MY HAIR shed tremendously, and it smells awful.  I would advise to stay away!!! ALL REVIEWS on this shampoo seem FAKE.",Negative
210,"I have to say, with all of the junky MacBook battery replacements out there, I had my hopes quite low when I decided to buy this instead of buying an OEM replacement one. After a good deal of research and review reading I finally made my mind and bought this Key Power's battery and to be honest, so far it has been great. It gave me about 3 hours of unplugged power after 1st charge and cycle, and has actually improved in the 2 weeks since I got it. I'm not sure how long it will last, but the 18 month warranty makes me feel comfortable. I'm glad that I took.",Positive
211,"Every time I got a headache, I drink two of this Advil liqui gels. 1 liqui gel is not enough for me.. It's very effective though.. Gonna buy 1 box.. I get a lot of headaches these days..",Positive
212,"I used to use a oscillating fan to help me sleep.  But when it's cold you don't want a fan circulating air in your room all night.  For some reason the noise this machine puts out is much more soothing than an electric fan.  Just turned off a little by the price but hey, tons of people have nothing but good things to say and I am backing them up!",Positive
213,This item is splendid! It fit the way I needed it to and holds my Galaxy S5 and there are no worries about it dropping out. Used it for running and it held up great!<br /><br />I have bought ones that were definitely more expensive that didn't work half as well or did not go on right. Terrific item!,Positive
214,"Cheap but Not working, come with only few accessories, Power supply not working well. the inks is useless, Don't try to use the ink and the needles for real skin tattoo or got infection..",Negative
215,"Pros:<br />-maintains the standard Zippo design and distinctive ""click"" sound when opened.<br />-very compact design, fits really nicely in my hand and pocket for easy carry.<br />-black matte finish is quite gorgeous. I wanted something different from the typical chrome finish and am not disappointed! The black finish also holds up well to use and handling.<br /><br />Cons:<br />-since the lighter is so small, you may find that the usage varies quite a lot from when it is full to empty on fuel. The flame can vary in height and intensity. Also, I notice the smell of unburned lighter fluid quite frequently. Refueling often becomes necessary.",Positive
216,"Worked great although I needed to update some drivers on my PC running XP to see the card. But after four months it just died, cannot re-format. Never had it in any extreme conditions, lost all my data.",Neutral
217,"Defective, leaking.The inside hose is too small restricting water flow to about half of what I used to get from old hose. It took me a lot more time rinsing off the soap. Unless you have all the time and don't mind spending half an hour showering then don't get this hose. Save yourself the frustration.",Negative
218,"Original Carrera is much better I think. it is a great composition - one that stands out. Impressive juice...this will not be duplicated, ever. One of the best mens fragrances, however I found the Original Carrera at www.Thefragrancefactory.com<br />They are a reputable site you can read about them in the Seattle Times at<br />http://community.seattletimes.nwsource.com/archive/?date=19991125&slug=2997567",Negative
219,"Assembly was pretty easy, although the provided allen wrench couldn't turn all the way around, making it a bit tedious. The glass is pretty thin, which makes me wonder about it breaking in the future, and would probably look better frosted. Overall, decent value for the money.",Positive
220,a very useful glass i use every day in the kitchen. they are perfect for when you have some friends over and want to bring some cocktails or soda...,Positive
223,"This works very well. I have pale fair skin and have puffy eyes with dark purple bags. I have to continue using products like this because I constantly get the bags. I discontinued use of the one I was on and did not use anything for a week. My bags were back. I started using this and you can see that it worked very fast, the puffiness was gone and the bags faded fast. They are even toned & soft",Positive
224,"My scalp was allergic to most color brands, over the counter and at the best salons. This is the best colorant for me haven't had that problem since. My hair is so shiny, soft and it is a beautiful color.",Positive
225,I was shocked at the awful smell and the fact that I could not feel anything good about this product.  I used the whole bottle and it just seems to be a placebo that really does not work.<br /><br />I am switching back to my old resveratrol,Negative
226,I ordered two pairs. They got delivered much faster than the 4-6 weeks I was expecting. I think it was only 7-10 days. They are OK headphones,Neutral
227,"When I use a product, I don't want to settle with what is just good. It has to be mind-blowingly excellent. So far, this product has only been good.",Positive
228,"Picked this up for my daughter, she does like the color.  Haven't taken her out fishing yet with it so we'll see how it does in actual use.  But so far seems pretty decent.",Neutral
229,"Super sharp, this cut my finger once becasue I was holding it wrong. Great item, not cheap at all, has a nice weight to it unlike the other plastic ones.",Positive
230,"It is really great! I gave it to my wife and she is really happy. Thanks to this tool, I can never be bothered seeing my wife using her bare hands applying her Eyelashes extension.",Positive
231,"I am still learning the art of getting these molds filled correctly, but am starting to have a bit more success. I used the ice for the first time this week and I was a little bit non-plussed by the length of time they lasted. I was using the ice inside, in a controlled-temperature environment and I can't say that I noticed they lasted any longer than say, a cube from an actual ice cube tray. However ... I still think they are worth it because the look much cooler than a cube! I am eager to try using filtered water to see if I can get crystal clear ice balls. The ball is about the size of a golf ball. I would like it to be a bit bigger (I am starting to giggle as I write this) so you could plop one in a rocks glass instead of two. However, this size also fits in tall, slim glasses. They're fun! If you're serving drinks or just enjoy a good sip of Scotch, you should have these.",Positive
232,These smell bad and the nifty nose piece that attempts to keep the light out doesn't do so at all.  all I can say I like about it is the little ear bud holders in the strap I think that's cool.,Neutral
233,This is the easiest way I've found so far to completely cut snacks out of your diet. Within two weeks I was able to stop everything. I'm still taking the pills though because I haven't lost any weight. We'll see how it goes.,Positive
234,I have this case a friend actually bought it for my galaxy s4. It protects the phone very well but the sound quality isn't that great when your talking to someone. you feel like you need to put it lauder or take the case off but at the same time if you want your phone to be safe you should get this cases.,Positive
235,What else is there to say... We have a newly installed vinyl floor in our kitchen and didn't want any indents or markings from our chairs. These are easy to install and keep my chairs sliding easily across my floor and leave no dents or marks on the surface.,Positive
236,A nice rapid charging case that is compact and does not add too much bulk. You will get about 2 full charges out of this case which will easily get you through 1.5 days of Neutral to heavy usage. It works with iphone 6 4.7&#34; model only not to be used with iphone 6 plus 5.5&#34; model. Easy way to tell battery life by pressing metallic button on the bank once and pressing again to turn off to stop from wasting battery of the case.,Positive
237,Scratches like crazy and the sides discolored quickly. My main issue is that I have dropped my phone from 3-4 feet and the bottom side of my phone is dented. I can't believe it got dented through the case.,Negative
239,"These pillows tend to be comfortable, We have these currently intended for couple of weeks and so i don't believe it has been even a 30 days since i own these, they tend to be fine if you ask me. The stiffness is actually good however I can point out to people that it is a brand new wedge pillow and so i do not recognize how lengthy would in which stiffness would last.",Positive
240,"The watch is good, and half a month to evaluate it.. Function is very full, then call, send and receive text messages, as long as the phone can receive messages including QQ micro channel, etc. can be pushed to the watch, but can not back. Note2, Android 4.3 perfect compatible! Beyond the expected watches and mobile phones can actually connected via the Internet, this just can't pick up the phone can send and receive text messages, push missed calls and all mobile phone to receive the news.",Positive
241,Love taking this product right before my workouts. I have noticed improvement in my strength and would recommend to anyone looking to lose weight.,Positive
242,I haven't activated it yet bit I did try to enter some info in it and i found it to be very fast and sooo sensitive. the only thing i question is how difficult it is for me to enter numbers...maybe i just have fat fingers.,Neutral
243,"The counter stool is great for the price, and the fact that it is available immediately is a big plus. Most stores we went to required a few weeks to prepare. The wood has a nice smooth polish to it, the stands are very stable, and they look great in our kitchen. However there is one drawback that I have noticed. After only 2 months of use, the cushion has started to basically wear out thin. Not noticeable from the outside, but when you sit on it, you can feel the nails and wooden frame underneath. Not really comfortable after say 10-15 minutes.",Neutral
244,"its a great read, facts to be read is just so shocking and the same time amazing, Love it, I just love it....",Positive
245,"It's perfect size for purse or travel. It comes in a little spray pump bottle with a lid. It has no smell, oily, it dries quickly and it's sticky. I hate having to  wait for hand sanitizer to dry. Great for people on the go. Excellent shipping time.",Positive
246,I have friends and family who purchased nearly exactly the same spa and paid twice as much for it. I really did my homework and shopped around and you guys definitely had the best prices. I love this spa! It has all the features I was looking for and the quality is fantastic. Setup was easy breezy beautiful!,Positive
247,"Great face mask of minerals from dead sea. Shipped with prime. It gives a burning/tingling sensation for a lil while when u apply, but the skin feels soft and fresh after. All natural cleanser and exfoliator. Came with an ebook which you can download online, havent looked at that much though.",Positive
248,"Libro que parece haberse escrito bastante aprisa sin detenerse mucho a profundizar en los personajes. El escritor vuelve sobre el socorrido tema de Cuba, aunque no presenta nada novedoso. Los lectores no hallaran aqui algo que ya no se haya dicho antes en otras novelas.",Neutral
249,"L'Ete De Ventilo by Ventilo for women , Oh how I loved this fragrance!! No fragrance has ever given me more attention and compliments than this<br />I found my bottle At www.Thefragrancefactory.com<br />They are a reputable site you can read about them in the Seattle Times at http://community.seattletimes.nwsource.com/archive/?date=19991125&slug=2997567<br />otherwise 5 stars forsure on this fragrance",Positive
250,"I took this and didn't feel very well afterward. It wasn't horrible, I just felt a little bit nauseous. I started reading some of the other reviews and began to be concerned. Should I be?",Neutral
251,"This chair is quite durable. I bought it for my daughter's room and she is happy with it. The seat and back are very fluffy and comfortable. The only thing I'm not happy about, is the color. I bought the blue since my daughter's bedroom walls are painted a very light blue, like the color shown online for this chair. If the chair color actually looked like the one in the online photo, it would be perfect. But it is a much darker blue than it is shown and I was very disappointed with that...",Neutral
